chapter,line,character,pinyin,locked_term,expected_rendering,rendering_present,alignment_confidence,alignment_method,our_english_for_this_line
75,4,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,Those who don't use living for doing are worthier than those who hold life precious.
75,4,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,Those who don't use living for doing are worthier than those who hold life precious.
75,4,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,Those who don't use living for doing are worthier than those who hold life precious.
76,1,弱,ruò,弱,yielding — and *weaken* only where it takes an object,NOT FOUND,0.3,proportional,"In life the body is soft and yielding. In death, hard and strong."
76,1,強,qiáng,強,"strong — *strengthen* where it takes an object, *forcing* where it strains against a thing's nature",NOT FOUND,0.3,proportional,"In life the body is soft and yielding. In death, hard and strong."
76,1,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,"In life the body is soft and yielding. In death, hard and strong."
76,2,物,wù,萬物,things / something,yes,0.3,proportional,"In life the countless things, the grasses and trees, are soft and tender. In death, withered and dry."
76,2,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,"In life the countless things, the grasses and trees, are soft and tender. In death, withered and dry."
76,2,萬,Wàn,萬物,countless,yes,0.3,proportional,"In life the countless things, the grasses and trees, are soft and tender. In death, withered and dry."
76,3,強,qiáng,強,"strong — *strengthen* where it takes an object, *forcing* where it strains against a thing's nature",NOT FOUND,0.3,proportional,So the hard and strong are followers of death.
76,4,弱,ruò,弱,yielding — and *weaken* only where it takes an object,NOT FOUND,0.3,proportional,"The soft and yielding are followers of life. This is why a strong army does not win,"
76,4,生,shēng,生,give birth to / bear / bring forth,NOT FOUND,0.3,proportional,"The soft and yielding are followers of life. This is why a strong army does not win,"
76,5,強,qiáng,強,"strong — *strengthen* where it takes an object, *forcing* where it strains against a thing's nature",NOT FOUND,0.3,proportional,and a strong tree snaps. The strong and the big dwell below.
76,5,強,qiáng,強,"strong — *strengthen* where it takes an object, *forcing* where it strains against a thing's nature",NOT FOUND,0.3,proportional,and a strong tree snaps. The strong and the big dwell below.
76,6,弱,ruò,弱,yielding — and *weaken* only where it takes an object,NOT FOUND,0.3,proportional,The soft and the yielding dwell above.
76,6,強,Qiáng,強,"strong — *strengthen* where it takes an object, *forcing* where it strains against a thing's nature",NOT FOUND,0.3,proportional,The soft and the yielding dwell above.
77,1,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),yes,0.3,proportional,"The way of nature: is it not like stringing a bow? The high is pressed down, the low is lifted."
77,1,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"The way of nature: is it not like stringing a bow? The high is pressed down, the low is lifted."
77,3,有,Yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,takes from where there is too much and mends where there is too little.
77,4,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,The way of people is not like this. It takes from those who have too little and offers it up to those who have too much.
77,4,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,The way of people is not like this. It takes from those who have too little and offers it up to those who have too much.
77,4,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,The way of people is not like this. It takes from those who have too little and offers it up to those who have too much.
77,5,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"Who has more than enough, and offers it up to the world?"
77,5,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,"Who has more than enough, and offers it up to the world?"
77,6,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,Only those who are with the Tao. Therefore the sage acts yet relies on nothing.
77,6,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,Only those who are with the Tao. Therefore the sage acts yet relies on nothing.
77,6,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,Only those who are with the Tao. Therefore the sage acts yet relies on nothing.
77,6,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,Only those who are with the Tao. Therefore the sage acts yet relies on nothing.
77,7,恃,shì,恃,rely on — the heart putting its weight on something,NOT FOUND,0.3,proportional,"The work is done, and they do not stay in it. They have no wish to appear exceptional."
77,7,為,wéi,為,do / handle / serve as,yes,0.3,proportional,"The work is done, and they do not stay in it. They have no wish to appear exceptional."
78,1,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,"In all the world nothing is softer and more yielding than water, yet at attacking the hard and the strong nothing overcomes it, for nothing can take its place."
78,1,弱,ruò,弱,yielding — and *weaken* only where it takes an object,NOT FOUND,0.3,proportional,"In all the world nothing is softer and more yielding than water, yet at attacking the hard and the strong nothing overcomes it, for nothing can take its place."
78,2,強,qiáng,強,"strong — *strengthen* where it takes an object, *forcing* where it strains against a thing's nature",NOT FOUND,0.3,proportional,"The yielding overcomes the strong. The soft overcomes the hard. No one in the world fails to know this,"
78,2,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"The yielding overcomes the strong. The soft overcomes the hard. No one in the world fails to know this,"
78,3,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,yet no one can follow it. So the sage says:
78,3,弱,Ruò,弱,yielding — and *weaken* only where it takes an object,NOT FOUND,0.3,proportional,yet no one can follow it. So the sage says:
78,3,強,qiáng,強,"strong — *strengthen* where it takes an object, *forcing* where it strains against a thing's nature",NOT FOUND,0.3,proportional,yet no one can follow it. So the sage says:
78,4,天,tiān,天,sky (as a tier) · nature / the natural (as an agent),NOT FOUND,0.3,proportional,whoever takes on the filth of the state is the keeper of the soil and the grain. Whoever takes on the ill omen of the state
78,4,王,wáng,王,ruler / sovereign · to rule (verb),NOT FOUND,0.3,proportional,whoever takes on the filth of the state is the keeper of the soil and the grain. Whoever takes on the ill omen of the state
79,1,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,Settle a great grudge and some grudge always remains. How could that count as masterful?
79,1,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,Settle a great grudge and some grudge always remains. How could that count as masterful?
79,1,為,wéi,為,do / handle / serve as,NOT FOUND,0.3,proportional,Settle a great grudge and some grudge always remains. How could that count as masterful?
79,3,德,dé,德,integrity,yes,0.3,proportional,Those with integrity keep the tally. Those without integrity keep score.
79,3,德,dé,德,integrity,yes,0.3,proportional,Those with integrity keep the tally. Those without integrity keep score.
79,3,有,Yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,Those with integrity keep the tally. Those without integrity keep score.
79,3,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,Those with integrity keep the tally. Those without integrity keep score.
79,4,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,The way of nature plays no favorites. It stays with those who are masterful.
79,4,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),yes,0.3,proportional,The way of nature plays no favorites. It stays with those who are masterful.
79,4,常,cháng,常,the ever-present / the abiding,NOT FOUND,0.3,proportional,The way of nature plays no favorites. It stays with those who are masterful.
79,4,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,The way of nature plays no favorites. It stays with those who are masterful.
79,4,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,The way of nature plays no favorites. It stays with those who are masterful.
80,1,器,qì,器,vessel / tool / implement,yes,0.3,proportional,"A small state, few people. Let the people have tools that do the work of ten, of a hundred, yet no need to use them. Let the people find death heavy, and not move far away."
80,1,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"A small state, few people. Let the people have tools that do the work of ten, of a hundred, yet no need to use them. Let the people find death heavy, and not move far away."
80,1,用,yòng,無 & 有,use,yes,0.3,proportional,"A small state, few people. Let the people have tools that do the work of ten, of a hundred, yet no need to use them. Let the people find death heavy, and not move far away."
80,3,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"Let the people go back to keeping their records in knotted cord. They find their food sweet,"
80,3,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"Let the people go back to keeping their records in knotted cord. They find their food sweet,"
80,3,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"Let the people go back to keeping their records in knotted cord. They find their food sweet,"
80,3,無,wú,無 & 有,absence,NOT FOUND,0.3,proportional,"Let the people go back to keeping their records in knotted cord. They find their food sweet,"
80,4,用,yòng,無 & 有,use,yes,0.3,proportional,"their clothes fine, their houses restful, their ways a pleasure."
81,1,信,Xìn,信,trust / trustworthy,yes,0.3,proportional,Trustworthy words are not pretty. Pretty words are not trustworthy. Those who are masterful do not argue.
81,1,信,xìn,信,trust / trustworthy,yes,0.3,proportional,Trustworthy words are not pretty. Pretty words are not trustworthy. Those who are masterful do not argue.
81,2,善,Shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,Those who argue are not masterful. Those who know have not heard it all.
81,2,善,shàn,善,masterful / masterful at · the masterful & the unmasterful (of people) · good (only where the text names the category),yes,0.3,proportional,Those who argue are not masterful. Those who know have not heard it all.
81,4,有,yǒu,無 & 有,presence,NOT FOUND,0.3,proportional,"Having done for others, they have more. Having given to others, they have more still."
81,4,為,wéi,為,do / handle / serve as,yes,0.3,proportional,"Having done for others, they have more. Having given to others, they have more still."
81,5,利,lì,無 & 有,advantage,NOT FOUND,0.3,proportional,The way of nature benefits and does not harm. The way of the sage acts and does not contend.
81,5,天,Tiān,天,sky (as a tier) · nature / the natural (as an agent),yes,0.3,proportional,The way of nature benefits and does not harm. The way of the sage acts and does not contend.
81,5,為,wéi,為,do / handle / serve as,yes,0.3,proportional,The way of nature benefits and does not harm. The way of the sage acts and does not contend.
81,5,爭,zhēng,爭,contend / contention,yes,0.3,proportional,The way of nature benefits and does not harm. The way of the sage acts and does not contend.
81,5,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,The way of nature benefits and does not harm. The way of the sage acts and does not contend.
81,5,道,dào,道,the Tao (left untranslated),NOT FOUND,0.3,proportional,The way of nature benefits and does not harm. The way of the sage acts and does not contend.
