chapter,commentator,commentator_en,seq,lemma_zh,lemma_our_english,lemma_status,comment_chinese,comment_english
13,河上公,Heshang Gong (Han),6,是謂寵辱若驚,Losing it also causes alarm.,aligned to our base text,解上得之若驚失之若驚,
13,河上公,Heshang Gong (Han),7,何謂貴大患若身,Losing it also causes alarm.,aligned to our base text,復還自問何故畏人若身,
13,河上公,Heshang Gong (Han),8,吾所以有大患者為吾有身,This is why favor and disgrace both cause alarm. What does it mean to value misfortune as your own body?,aligned to our base text,吾所以有大患者為吾有身有身憂其勤勞念其飢寒觸情從欲則遇禍患也,
13,河上公,Heshang Gong (Han),9,及吾無身吾有何患,I only experience misfortune because I have a body. I only experience misfortune because I have a body.,aligned to our base text,使吾无有身體得道自然輕舉昇雲出入无間與道通神當有何患,
13,王弼,Wang Bi (d. 249 CE),1,寵辱若驚貴大患若身何謂寵辱若驚寵為下得之若驚失之若驚是謂寵辱若驚,Both favor and disgrace cause alarm. Value misfortune as your own body. What does it mean that favor and disgrace both cause alarm? What does it mean that favor and disgrace both cause alarm? You must stoop to receive favor. Receiving it causes alarm. Losing it also causes alarm.,aligned to our base text,寵必有辱榮必有患驚辱等榮患同也為下得寵辱榮患若驚則不足以亂天下也,
13,王弼,Wang Bi (d. 249 CE),2,何謂貴大患若身,Losing it also causes alarm.,aligned to our base text,大患榮寵之屬也生之厚必入死之地故謂之大患也人迷之於榮寵返之於身故曰大患若身也,
13,王弼,Wang Bi (d. 249 CE),3,吾所以有大患者為吾有身,This is why favor and disgrace both cause alarm. What does it mean to value misfortune as your own body?,aligned to our base text,由有其身也,
13,王弼,Wang Bi (d. 249 CE),4,及吾無身,I only experience misfortune because I have a body.,aligned to our base text,歸之自然也,
13,王弼,Wang Bi (d. 249 CE),5,吾有何患故貴以身為天下若可寄天下〔案若可寄永樂大典作則可以寄河上公注本作則可寄於天下〕,"I only experience misfortune because I have a body. When the separate self dissolves, what troubles could I have? Therefore, one who values the world as their body can be entrusted with the world.",aligned to our base text,無以易其身故曰貴也如此乃可以託天下也,
13,王弼,Wang Bi (d. 249 CE),6,愛以身為天下若可託天下〔案若可託永樂大典作乃可以託河上公注本作乃可以託於天下〕,One who loves the whole world as their own body can truly care for it. One who loves the whole world as their own body can truly care for it.,aligned to our base text,無物可以損其身故曰愛也如此乃可以寄天下也不以寵辱榮患損易其身然後乃可以天下付之也十四章〔案河上公注本此為贊𤣥章〕,
14,河上公,Heshang Gong (Han),1,視之不見名曰夷,"Look, but you cannot see it – its name is the invisible. Listen, but you cannot hear it – its name is the inaudible.",aligned to our base text,無色曰夷言一無采色不可得視而見之,
14,河上公,Heshang Gong (Han),2,聽之不聞名曰希,"Reach, but you cannot grasp it – its name is the intangible. These three defy comprehension.",aligned to our base text,無聲曰希言一無音聲不可得聽而聞之,
14,河上公,Heshang Gong (Han),3,□之不得名曰微,"These three defy comprehension. Therefore, they blend into one.",aligned to our base text,無形曰微言一無形體不可搏持而得之,
14,河上公,Heshang Gong (Han),4,此三者不可致詰,"It doesn’t have a bright top,",aligned to our base text,三者謂夷希微也不可致詰者夫無色無聲無形口不能言書不能傳當受之以靜求之以神不可詰問而得之也詰起吉反,
14,河上公,Heshang Gong (Han),5,故混而為一,Or a dark bottom.,aligned to our base text,混合也故合於三名之而為一混户本反,
14,河上公,Heshang Gong (Han),6,其上不皦,Or a dark bottom.,aligned to our base text,言一在天上不皦皦光明皦古曉反,
14,河上公,Heshang Gong (Han),7,其下不昧,"Continuously flowing, it cannot be named",aligned to our base text,言一在天下不昧昧有所闇冥昧梅對反,
14,河上公,Heshang Gong (Han),8,復歸於無物,"This is the shape of no-shape, the image of no-thing.",aligned to our base text,物質也復當歸之於無質復音服,
14,河上公,Heshang Gong (Han),9,是謂無狀之狀,"This is the shape of no-shape, the image of no-thing.",aligned to our base text,言一無形狀而能為万物作形狀也,
14,河上公,Heshang Gong (Han),10,無物之象,This is called the elusive.,aligned to our base text,一無物質而為萬物設形象也,
14,河上公,Heshang Gong (Han),11,迎之不見其首,"Follow it, and you cannot see its back.",aligned to our base text,一無端末不可預待也除情去欲一自歸之也,
14,河上公,Heshang Gong (Han),12,隨之不見其後,"Follow it, and you cannot see its back.",aligned to our base text,言一無影迹不可得而看,
14,河上公,Heshang Gong (Han),13,執古之道以御今之有,"Hold the ancient Tao, and steer what is present now. Know the primordial source,",aligned to our base text,聖人執守古道生一以御物知今當有一也,
14,韓非,Han Fei (d. 233 BCE),1,無狀之狀，無物之象。,"This is the shape of no-shape, the image of no-thing. This is called the elusive.",aligned to our base text,〔解老〕 人希見生象也，而得死象之骨，案其圖以想其生也，故諸人之所以意想者皆謂之「象」也。今道雖不可得聞見，聖人執其見功以處見其形，故曰：「無狀之狀，無物之象。」,
15,河上公,Heshang Gong (Han),1,古之善為士者,The ancient masters,aligned to our base text,謂得道之君也,
15,河上公,Heshang Gong (Han),2,微妙玄通,Were subtle-fine and dark-penetrating —,aligned to our base text,玄天也言其志節玄妙精與天通也,
15,河上公,Heshang Gong (Han),3,深不可識,Too deep to be fathomed.,aligned to our base text,道德深逺不可識知内視若盲反聽若聾莫知所長,
15,河上公,Heshang Gong (Han),4,夫唯不可識故强為之容,"Because they cannot be known, I can only force a description: Careful, like crossing a frozen river.",aligned to our base text,謂下句也强其文反,
15,河上公,Heshang Gong (Han),5,猶兮若畏四隣,"Dignified, like a guest.",aligned to our base text,其進退猶猶如拘制若人犯法畏四隣知之也,
15,河上公,Heshang Gong (Han),6,儼兮其若客,"Yielding, like melting ice.",aligned to our base text,如客畏主人儼然無所造作也儼魚撿反,
15,河上公,Heshang Gong (Han),7,曠兮其若谷,"Mixed, like muddy water.",aligned to our base text,曠者寛大谷者空虛不有德功名無所不包也,
15,河上公,Heshang Gong (Han),8,孰能濁以靜之徐清,"Who can be still, then move in ways that gradually stir life?",aligned to our base text,孰誰也誰能知水之濁止而淨之徐徐自清也,
15,河上公,Heshang Gong (Han),9,保此道者不欲盈,"Because they don’t seek to become full,",aligned to our base text,保此徐生之道不欲奢泰盈溢,
16,河上公,Heshang Gong (Han),1,守靜篤,Embrace stillness.,aligned to our base text,守清淨行篤厚,
16,河上公,Heshang Gong (Han),2,萬物並作,"The countless things arise together,",aligned to our base text,作生也萬物並生也,
16,河上公,Heshang Gong (Han),3,夫物芸芸,"Multitudes flourish,",aligned to our base text,芸芸者華葉盛,
16,河上公,Heshang Gong (Han),4,各復歸其根,Each returns energy to its root.,aligned to our base text,言萬物無不枯落各復反其根而更生也,
16,河上公,Heshang Gong (Han),5,歸根曰靜,Returning to the root is called stillness.,aligned to our base text,靜謂根也根安靜柔弱謙卑處下故不復死也,
16,河上公,Heshang Gong (Han),6,是謂復命,This is called returning to what was given.,aligned to our base text,言安靜者是為復還性命使不死也,
16,河上公,Heshang Gong (Han),7,復命曰常,Returning to what was given is called the ever-present.,aligned to our base text,復命使不死乃道之所常行也,
16,河上公,Heshang Gong (Han),8,知常曰明,Knowing the ever-present is called clear-seeing.,aligned to our base text,能知道之所常行則為明,
16,河上公,Heshang Gong (Han),9,知常容,Embracing all leads to impartiality.,aligned to our base text,能知道之所常行去情忘欲无所不包容也,
16,河上公,Heshang Gong (Han),10,容乃公,Impartiality leads to sovereignty.,aligned to our base text,無所不包容則公正無私衆邪莫當,
16,河上公,Heshang Gong (Han),11,公乃王,Sovereignty leads to the open sky.,aligned to our base text,公正無私可以為天下王治身正則形一神明千萬共湊已躬也,
16,河上公,Heshang Gong (Han),12,王乃天,The open sky leads to the Tao.,aligned to our base text,能王德合神明乃與天子,
16,河上公,Heshang Gong (Han),13,天乃道,The Tao leads to the enduring.,aligned to our base text,德與天通則與道合同也,
16,河上公,Heshang Gong (Han),14,道乃久,"and to the end of your days, no danger will find you.",aligned to our base text,與道合同乃能長久,
16,河上公,Heshang Gong (Han),15,没身不殆,"and to the end of your days, no danger will find you.",aligned to our base text,能公能天通天合道四者純備道德弘逺無殃無咎乃與天地俱没不危殆也,
16,王弼,Wang Bi (d. 249 CE),1,致虛極守静篤,Attain emptiness. Embrace stillness.,aligned to our base text,言致虚物之極篤守静物之真正也,
16,王弼,Wang Bi (d. 249 CE),2,萬物並作,"The countless things arise together,",aligned to our base text,動作生長,
16,王弼,Wang Bi (d. 249 CE),3,吾以觀復〔案觀下河上公注本及各本俱有其字〕,"Relying upon this, I observe their return.",aligned to our base text,以虛静觀其反復凡有起於虛動起於静故萬物雖並動作卒復歸於虛静是物之極篤也,
16,王弼,Wang Bi (d. 249 CE),4,夫物芸芸各復歸其根,"Multitudes flourish, Each returns energy to its root.",aligned to our base text,各返其所始也,
16,王弼,Wang Bi (d. 249 CE),5,歸根曰静是謂復命復命曰常,Returning to the root is called stillness. This is called returning to what was given. Returning to what was given is called the ever-present.,aligned to our base text,歸根則静故曰静静則復命故曰復命也復命則得性命之常故曰常也,
16,王弼,Wang Bi (d. 249 CE),6,知常曰明不知常妄作凶,Knowing the ever-present is called clear-seeing. Not knowing the ever-present brings reckless action and disaster. Knowing the ever-present creates the capacity to embrace the totality.,aligned to our base text,常之為物不偏不彰無皦昧之狀〔案皦原本訛作敝今據永樂大典校改〕温凉之象故曰知常曰明也唯此復乃〔案永樂大典無乃字〕能包通萬物無所不容失此以徃則邪入乎分則物離其分〔案原本脫其字今據釋文校故曰不知常則妄作凶也,
16,王弼,Wang Bi (d. 249 CE),7,知常容,Embracing all leads to impartiality.,aligned to our base text,無所不包通也,
16,王弼,Wang Bi (d. 249 CE),8,容乃公,Impartiality leads to sovereignty.,aligned to our base text,無所不包通則乃至於蕩然公平也,
16,王弼,Wang Bi (d. 249 CE),9,公乃王,Sovereignty leads to the open sky.,aligned to our base text,蕩然公平則乃至於無所不周普也,
16,王弼,Wang Bi (d. 249 CE),10,王乃天,The open sky leads to the Tao.,aligned to our base text,無所不周普則乃至於同乎天也〔案也永樂大典作均〕,
16,王弼,Wang Bi (d. 249 CE),11,天乃道,The Tao leads to the enduring.,aligned to our base text,與天合徳體道大通則乃至於極虚無也,
16,王弼,Wang Bi (d. 249 CE),12,道乃久,"and to the end of your days, no danger will find you.",aligned to our base text,窮極虛無得道之常〔案道永樂大典作物誤〕則乃至於不窮極也〔案窮原本訛作有今據永樂大典校改〕,
