chapter,line,block,chinese,pinyin,literal_gloss,our_english,alignment_method
54,3,2,修之於家，其德乃餘；,"Xiū zhī yú jiā, qí dé nǎi yú;","Cultivate it in the family, its Virtue becomes abundant;","Cultivate this in your family, and its integrity becomes abundant.",proportional
54,4,2,修之於鄉，其德乃長；,"Xiū zhī yú xiāng, qí dé nǎi cháng;","Cultivate it in the village/community, its Virtue becomes enduring/long-lasting;","Cultivate this in your community, and its integrity becomes long-lasting. / Cultivate this in your nation, and its integrity becomes bountiful.",proportional
54,5,2,修之於邦，其德乃豐；,"Xiū zhī yú bāng, qí dé nǎi fēng;","Cultivate it in the state/nation, its Virtue becomes rich/bountiful;","Cultivate this in the world, and its integrity becomes universal.",proportional
54,6,2,修之於天下，其德乃普。,"Xiū zhī yú tiān xià, qí dé nǎi pǔ.","Cultivate it in the world, its Virtue becomes universal/widespread.","Therefore, observe the self through your own self. / Observe the family through your family.",proportional
54,7,3,故以身觀身，以家觀家，,"Gù yǐ shēn guān shēn, yǐ jiā guān jiā,","Therefore observe the self through the self, observe the family through the family,",Observe the community through your community.,proportional
54,8,3,以鄉觀鄉，以邦觀邦，以天下觀天下。,"Yǐ xiāng guān xiāng, yǐ bāng guān bāng, yǐ tiān xià guān tiān xià.","observe the village through the village, observe the state through the state, observe the world through the world.",Observe the nation through your nation. / Observe the world through the world.,proportional
54,9,3,吾何以知天下然哉？以此。,Wú hé yǐ zhī tiān xià rán zāi? Yǐ cǐ.,How do I know the world is thus? By this.,How do I know the world is so? By this.,proportional
55,1,1,含德之厚，比於赤子。,"Hán dé zhī hòu, bǐ yú chì zǐ.",One containing abundant Virtue/Power is comparable to a newborn infant.,"A person with abundant integrity is like a newborn. / Venomous creatures do not sting them,",proportional
55,2,1,毒蟲不螫，猛獸不據，攫鳥不搏。,"Dú chóng bù shì, měng shòu bù jù, jué niǎo bù bó.","Poisonous insects do not sting them, fierce beasts do not seize them, birds of prey do not strike them.","fierce beasts do not seize them, / birds of prey do not attack them.",proportional
55,3,1,骨弱筋柔而握固。,Gǔ ruò jīn róu ér wò gù.,"Bones are weak, muscles are soft, yet their grasp is firm.","Their bones are yielding and their muscles soft, yet their grasp is firm.",proportional
55,4,1,未知牝牡之合而朘作，精之至也。,"Wèi zhī pìn mǔ zhī hé ér zuī zuò, jīng zhī zhì yě.","They do not yet know the union of male and female, yet their organ is aroused, this is the perfection/extreme of vital essence (jing).","They do not yet know the union of female and male, yet their whole being quickens with life — this is vital essence at its utmost. / It cries all day and never goes hoarse — this is harmony at its utmost.",proportional
55,5,1,終日號而不嗄，和之至也。,"Zhōng rì háo ér bù shà, hé zhī zhì yě.","Crying all day yet their voice does not grow hoarse, this is the perfection/extreme of harmony.",Knowing harmony is called the ever-present. / Knowing the ever-present is called clear-seeing.,proportional
55,6,2,知和曰常，知常曰明。,"Zhī hé yuē cháng, zhī cháng yuē míng.","Knowing harmony is called the constant, knowing the constant is called clarity/illumination.",To force life to increase is an ill omen.,proportional
55,7,2,益生曰祥。心使氣曰強。,Yì shēng yuē xiáng. Xīn shǐ qì yuē qiáng.,Artificially increasing life is called an ill omen. The mind directing the vital breath (qi) is called forcing/brute strength.,"When the heart drives the vital energy, that is called strong. / When things reach their prime, they decay.",proportional
55,8,2,物壯則老，謂之不道，不道早已。,"Wù zhuàng zé lǎo, wèi zhī bù dào, bù dào zǎo yǐ.","When things reach peak strength they decay, this is called not-Tao, not-Tao ends early.",This is called not-Tao. Not-Tao comes to an early end.,proportional
56,1,1,知者不言，言者不知。,"Zhī zhě bù yán, yán zhě bù zhī.","Those who know do not speak, those who speak do not know.",Those who know do not speak. / Those who speak do not know.,proportional
56,2,1,塞其兌，閉其門，,"Sè qí duì, bì qí mén,","Block the openings, close the doors,","Block the openings, close the doors.",proportional
56,3,1,挫其銳，解其紛，,"Cuò qí ruì, jiě qí fēn,","Blunt the sharpness, untangle the knots/confusion,","Blunt the sharpness, untangle the knots.",proportional
56,4,1,和其光，同其塵，,"Hé qí guāng, tóng qí chén,","Harmonize the light, merge with the dust;","Dim your own light, merge with the dust.",proportional
56,5,1,是謂玄同。,Shì wèi xuán tóng.,This is called Profound/Mysterious Identity (Xuan Tong).,This is called the profound union.,proportional
56,6,2,故不可得而親，不可得而疏；,"Gù bù kě dé ér qīn, bù kě dé ér shū;","Therefore, one cannot get close to it/them, nor can one get distant from it/them;","You cannot draw them near nor hold them off,",proportional
56,7,2,不可得而利，不可得而害；,"Bù kě dé ér lì, bù kě dé ér hài;","One cannot benefit it/them, nor can one harm it/them;","neither benefit nor harm them,",proportional
56,8,2,不可得而貴，不可得而賤。,"Bù kě dé ér guì, bù kě dé ér jiàn.","One cannot value/ennoble it/them, nor can one debase it/them.",neither honor nor debase them.,proportional
56,9,2,故為天下貴。,Gù wéi tiān xià guì.,Therefore they become the most valued under heaven.,"And so, they become the most honored in the world.",proportional
57,1,1,以正治國，,"Yǐ zhèng zhì guó,","Use correctness/orthodox to govern the state,","Govern the state with uprightness,",exact-count
57,2,1,以奇用兵，,"yǐ jī yòng bīng,","use surprise/unorthodox to deploy the military,","wage war with surprise,",exact-count
57,3,1,以無事取天下。,yǐ wú shì qǔ tiān xià.,use non-interference (wu shi) to take/master the world.,and win the world by not meddling.,exact-count
57,4,1,吾何以知其然哉？以此：,Wú hé yǐ zhī qí rán zāi? Yǐ cǐ:,How do I know it is so? By this:,How do I know it is so? By this:,exact-count
57,5,2,天下多忌諱，而民彌貧；,"Tiān xià duō jì huì, ér mín mí pín;","The more taboos/restrictions in the world, the poorer the people become;","The more taboos in the world, the poorer the people become.",exact-count
57,6,2,人多利器，國家滋昏；,"Rén duō lì qì, guó jiā zī hūn;","The more sharp weapons/tools the people have, the darker/more chaotic the state becomes;","The more sharp weapons the people have, the darker the state becomes.",exact-count
57,7,2,人多伎巧，奇物滋起；,"Rén duō jì qiǎo, jī wù zī qǐ;","The more skill/cunning the people have, the more strange things arise;","The more cunning people become, the more strange contrivances appear.",exact-count
57,8,2,法令滋彰，盜賊多有。,"Fǎ lìng zī zhāng, dào zéi duō yǒu.","The more laws and decrees are made prominent, the more thieves and robbers there are.","The more laws are proclaimed, the more thieves there are.",exact-count
57,9,3,故聖人云：,Gù shèng rén yún:,Therefore the Sage says:,Therefore the sage says:,exact-count
57,10,3,我無為，而民自化；,"Wǒ wú wéi, ér mín zì huà;","I execute zero-friction (wu wei), and the people transform themselves;","I do not do, and the people transform themselves.",exact-count
57,11,3,我好靜，而民自正；,"Wǒ hào jìng, ér mín zì zhèng;","I love stillness, and the people correct themselves;","I love stillness, and the people right themselves.",exact-count
57,12,3,我無事，而民自富；,"Wǒ wú shì, ér mín zì fù;","I do not interfere (wu shi), and the people enrich themselves;","I do not meddle, and the people enrich themselves.",exact-count
57,13,3,我無欲，而民自樸。,"Wǒ wú yù, ér mín zì pǔ.","I have no desires, and the people return to the uncarved wood (pu) themselves.","I am desireless, and the people become plain of themselves.",exact-count
58,1,1,其政悶悶，其民淳淳；,"Qí zhèng mèn mèn, qí mín chún chún;","When the government is dull/unobtrusive, the people are pure/honest;","When the government is dull and undiscerning, the people are pure and honest.",exact-count
58,2,1,其政察察，其民缺缺。,"Qí zhèng chá chá, qí mín quē quē.","When the government is sharp/scrutinizing, the people are lacking/crafty.","When the government is sharp and prying, the people turn cunning.",exact-count
58,3,2,禍兮福之所倚，,"Huò xī fú zhī suǒ yǐ,","Disaster is what fortune leans on,",Disaster is what fortune leans on;,exact-count
58,4,2,福兮禍之所伏。,Fú xī huò zhī suǒ fú.,Fortune is where disaster hides.,fortune is where disaster hides.,exact-count
58,5,2,孰知其極？其無正。,Shú zhī qí jí? Qí wú zhèng.,Who knows the limit/endpoint? There is no fixed norm/correctness.,Who knows where it ends? It has no fixed norm —,exact-count
58,6,2,正復為奇，善復為妖。,"Zhèng fù wéi jī, shàn fù wéi yāo.","The orthodox reverts to the unorthodox, the good reverts to the monstrous.","The straight turns crooked, the good turns monstrous.",exact-count
58,7,2,人之迷，其日固久。,"Rén zhī mí, qí rì gù jiǔ.",The delusion of people has lasted for a very long time.,People have been lost in this for a very long time.,exact-count
58,8,3,是以聖人方而不割，,"Shì yǐ shèng rén fāng ér bù gē,","Therefore the Sage is square but does not cut,","Therefore the sage is square but does not cut,",exact-count
58,9,3,廉而不劌，,"lián ér bù guì,","Sharp/cornered but does not injure,","sharp but does not wound,",exact-count
58,10,3,直而不肆，,"zhí ér bù sì,","Straight but does not overreach/extend recklessly,","straight but does not overreach,",exact-count
58,11,3,光而不耀。,guāng ér bù yào.,Luminous but does not blind/dazzle.,bright but does not dazzle.,exact-count
59,1,1,治人事天，莫若嗇。,"Zhì rén shì tiān, mò ruò sè.","In governing people and serving heaven, there is nothing like frugality/conservation.","When governing people and serving nature, nothing compares to conserving.",exact-count
59,2,1,夫唯嗇，是謂早服；,"Fú wéi sè, shì wèi zǎo fú;","Only through frugality, is it called submitting early;","Conserving is called returning early,",exact-count
59,3,1,早服謂之重積德；,Zǎo fú wèi zhī zhòng jī dé;,Submitting early is called heavily accumulating Virtue/Power (Te);,"returning early is called a heavy accumulation of integrity,",exact-count
59,4,1,重積德則無不克；,Zhòng jī dé zé wú bù kè;,"Heavily accumulating Virtue, there is nothing that cannot be overcome;","a heavy accumulation of integrity is when nothing cannot be overcome,",exact-count
59,5,1,無不克則莫知其極；,Wú bù kè zé mò zhī qí jí;,"When nothing cannot be overcome, no one knows its limit;","when nothing cannot be overcome, no one knows its limit,",exact-count
59,6,1,莫知其極，可以有國；,"Mò zhī qí jí, kě yǐ yǒu guó;","When no one knows its limit, one can possess/maintain the state;","when no one knows its limit, one can maintain the state.",exact-count
59,7,1,有國之母，可以長久。,"Yǒu guó zhī mǔ, kě yǐ cháng jiǔ.","Possessing the mother of the state, one can endure long.","Holding the mother of the state, one can last long.",exact-count
59,8,2,是謂深根固柢，長生久視之道。,"Shì wèi shēn gēn gù dǐ, cháng shēng jiǔ shì zhī dào.","This is called the Tao of deep roots and firm base, of long life and enduring vision.","This is called the Tao of deep roots, firm base, long life, and enduring vision.",exact-count
60,1,1,治大國，若烹小鮮。,"Zhì dà guó, ruò pēng xiǎo xiān.",Governing a large state is like cooking a small fish.,Governing a large state is like cooking a small fish.,exact-count
60,2,2,以道莅天下，其鬼不神；,"Yǐ dào lì tiān xià, qí guǐ bù shén;","Approaching the world with the Tao, its ghosts do not manifest their spirit/numinosity;","Oversee the world with the Tao, and the ghosts lose their potency,",exact-count
60,3,2,非其鬼不神，其神不傷人；,"Fēi qí guǐ bù shén, qí shén bù shāng rén;","Not only do the ghosts not manifest their spirit, their spirit does not harm people;","not only do ghosts lose their potency, their potency causes no harm to people,",exact-count
60,4,2,非其神不傷人，聖人亦不傷人。,"Fēi qí shén bù shāng rén, shèng rén yì bù shāng rén.","Not only does their spirit not harm people, the Sage also does not harm people.","not only does their potency do no harm, the sage, too, does no harm to people.",exact-count
60,5,3,夫兩不相傷，故德交歸焉。,"Fú liǎng bù xiāng shāng, gù dé jiāo guī yān.","Now then, since the two do not harm each other, their Virtue/Power converges and returns to them.","And since the two do no harm to each other, their integrity converges and returns.",exact-count
61,1,1,大國者下流，,"Dà guó zhě xià liú,","A large state is the lower current, the downstream,","The large state is the downstream flow, / the confluence of the world, the female of the world.",proportional
61,2,1,天下之交，天下之牝。,"tiān xià zhī jiāo, tiān xià zhī pìn.","the confluence of the world, the female of the world.",The female always overcomes the male by stillness.,proportional
61,3,1,牝常以靜勝牡，以靜為下。,"Pìn cháng yǐ jìng shèng mǔ, yǐ jìng wéi xià.",The female animal always overcomes the male animal by stillness; by stillness she is the low one.,By stillness she is underneath.,proportional
61,4,2,故大國以下小國，則取小國；,"Gù dà guó yǐ xià xiǎo guó, zé qǔ xiǎo guó;","So a large state, by going below a small state, then takes the small state;","So the large state, by going below the small state, takes the small state.",proportional
61,5,2,小國以下大國，則取大國。,"Xiǎo guó yǐ xià dà guó, zé qǔ dà guó.","a small state, by going below a large state, then takes the large state.","The small state, by going below the large state, takes the large state. / The large state takes by going low, the small state by staying low.",proportional
61,6,2,故或下以取，或下而取。,"Gù huò xià yǐ qǔ, huò xià ér qǔ.","So the one goes low in order to take; the other goes low, and takes.",The large state wants nothing more than to gather and rear people.,proportional
61,7,3,大國不過欲兼畜人，,"Dà guó bù guò yù jiān xù rén,","A large state wants no more than to gather together and rear people,",The small state wants nothing more than to enter and serve people.,proportional
61,8,3,小國不過欲入事人。,Xiǎo guó bù guò yù rù shì rén.,a small state wants no more than to enter and serve people.,Both get what they want.,proportional
61,9,3,夫兩者各得所欲，大者宜為下。,"Fú liǎng zhě gè dé suǒ yù, dà zhě yí wéi xià.","Now, the two each get what they want; the large one ought to be the low one.",The large one ought to be underneath.,proportional
62,1,1,道者萬物之奧。,Dào zhě wàn wù zhī ào.,"The Tao is the ao of the countless things — the southwest corner of a dwelling, the household's altar space and place of honor.","The Tao is the sanctuary of the countless things, / the treasure of those who are masterful,",proportional
62,2,1,善人之寶，不善人之所保。,"Shàn rén zhī bǎo, bù shàn rén zhī suǒ bǎo.","The treasure (bao) of the masterful person, the safekeeping (bao) of the unmasterful person.",the safekeeping of those who are not.,proportional
62,3,2,美言可以市尊，美行可以加人。,"Měi yán kě yǐ shì zūn, měi xíng kě yǐ jiā rén.","Fine words can buy (shi — market, trade for) honor; fine conduct can raise a person above others. (The silks and both commentators split after 市 — see notes/manuscript.md.)",Fine words can buy honor.,proportional
62,4,2,人之不善，何棄之有？,"Rén zhī bù shàn, hé qì zhī yǒu?","As for a person's being unmasterful — what abandoning (qi) of them is there? (he...zhi you: a fixed idiom, ""what X is there?"" = there is none.)","Fine conduct can raise a person above others. / So when a person is unmasterful, why abandon them?",proportional
62,5,3,故立天子，置三公，,"Gù lì tiān zǐ, zhì sān gōng,","So when they raise up (li — to stand a thing upright) a child of the sky (tian zi) and install the three gong,","When they raise up a child of the sky and install the three ministers,",proportional
62,6,3,雖有拱璧以先駟馬，,"Suī yǒu gǒng bì yǐ xiān sì mǎ,","though there are jade discs too wide for one pair of arms, borne ahead of a team of four horses,","though jade discs go before teams of four horses,",proportional
62,7,3,不如坐進此道。,Bù rú zuò jìn cǐ dào.,it is not as good as sitting still and offering this Tao.,better to sit where you are and offer this Tao. / What made the ancients honor this Tao?,proportional
62,8,4,古之所以貴此道者何？,Gǔ zhī suǒ yǐ guì cǐ dào zhě hé?,What made the ancients honor this Tao?,"Did they not say: seek, and you find;",proportional
62,9,4,不曰：求以得，有罪以免邪？,"Bù yuē: qiú yǐ dé, yǒu zuì yǐ miǎn xié?","Did they not say: seek, and you find; have a crime (zui) against you, and you are spared?","commit a crime, and you are spared?",proportional
62,10,4,故為天下貴。,Gù wéi tiān xià guì.,And so it is the most honored in the world.,And so it is the most honored in the world.,proportional
63,1,1,為無為，事無事，味無味。,"Wéi wú wéi, shì wú shì, wèi wú wèi.","Do the not-doing, serve the not-serving, taste the flavorless. (Each beat is one character twice, with wu — no — between.)","Do the not-doing, / serve the not-serving,",proportional
63,2,1,大小多少，報怨以德。,"Dà xiǎo duō shǎo, bào yuàn yǐ dé.","Great, small, many, few; repay resentment with integrity (de).","taste the flavorless. / Great or small, many or few,",proportional
63,3,2,圖難於其易，為大於其細。,"Tú nán yú qí yì, wéi dà yú qí xì.",Map out the difficult while it is easy; do the great while it is slight (xi — thread-fine).,repay resentment with integrity. / Map out the difficult while it is easy.,proportional
63,4,2,天下難事，必作於易；,"Tiān xià nán shì, bì zuò yú yì;",The world's difficult affairs always arise from the easy;,Do the great while it is slight. / The world's difficult affairs always begin easy.,proportional
63,5,2,天下大事，必作於細。,"Tiān xià dà shì, bì zuò yú xì.",the world's great affairs always arise from the slight.,"The world's great affairs always begin slight. / So the sage never does the great,",proportional
63,6,3,是以聖人終不為大，故能成其大。,"Shì yǐ shèng rén zhōng bù wéi dà, gù néng chéng qí dà.","Therefore the sage to the end never does the great, and so can complete their greatness.",and so completes their greatness. / Promise lightly and you will be little trusted.,proportional
63,7,4,夫輕諾必寡信，多易必多難。,"Fú qīng nuò bì guǎ xìn, duō yì bì duō nán.","Now, a light promise inevitably means scant trust (xin); taking much to be easy inevitably means much difficulty.","Take much to be easy and much will be difficult. / So the sage still finds it difficult,",proportional
63,8,4,是以聖人猶難之，故終無難矣。,"Shì yǐ shèng rén yóu nán zhī, gù zhōng wú nán yǐ.","Therefore the sage still treats them as difficult, and so to the end has no difficulty.",and in the end has no difficulty.,proportional
64,1,1,其安易持，其未兆易謀。,"Qí ān yì chí, qí wèi zhào yì móu.","What is at rest/stable is easy to hold, what has not yet shown signs is easy to plan for.",What is at rest is easy to hold. / What shows no sign is easy to plan for.,proportional
64,2,1,其脆易泮，其微易散。,"Qí cuì yì pàn, qí wēi yì sàn.","What is brittle is easy to break/melt, what is microscopic/subtle is easy to scatter.",What is brittle is easy to shatter. / What is faint is easy to scatter.,proportional
64,3,1,為之於未有，治之於未亂。,"Wéi zhī yú wèi yǒu, zhì zhī yú wèi luàn.","Execute it before it exists, govern/order it before it is chaotic.",Handle it before it exists. / Order it before it is chaotic.,proportional
64,4,2,合抱之木，生於毫末；,"Hé bào zhī mù, shēng yú háo mò;",A tree you can wrap your arms around grows from a tiny sprout;,The tree the width of both arms is born from a hair's tip.,proportional
64,5,2,九層之臺，起於累土；,"Jiǔ céng zhī tái, qǐ yú lěi tǔ;",A nine-story terrace begins with a pile of dirt;,The nine-tiered terrace rises from a heap of dirt. / The thousand-mile journey begins beneath your feet.,proportional
64,6,2,千里之行，始於足下。,"Qiān lǐ zhī xíng, shǐ yú zú xià.",A journey of a thousand miles begins beneath the feet.,Those who handle it ruin it. / Those who grasp it lose it.,proportional
64,7,3,為者敗之，執者失之。,"Wéi zhě bài zhī, zhí zhě shī zhī.","Those who force/act ruin it, those who grasp/hold lose it.","Therefore, the sage does not do, and so ruins nothing,",proportional
64,8,3,是以聖人無為故無敗，無執故無失。,"Shì yǐ shèng rén wú wéi gù wú bài, wú zhí gù wú shī.","Therefore the Sage executes zero-friction (wu wei) thus has no ruin, grasps nothing thus has no loss.","does not grasp, and so loses nothing. / People often ruin their affairs just short of completing them.",proportional
64,9,4,民之從事，常於幾成而敗之。,"Mín zhī cóng shì, cháng yú jī chéng ér bài zhī.","People handling affairs, often ruin them when they are near compilation/completion (cheng).","Be as careful at the end as at the beginning, / and nothing will be ruined.",proportional
64,10,4,慎終如始，則無敗事。,"Shèn zhōng rú shǐ, zé wú bài shì.","Be careful at the end as at the beginning, then there will be no ruined affairs.","Therefore, the sage wants the not-wanting",proportional
64,11,5,是以聖人欲不欲，不貴難得之貨；,"Shì yǐ shèng rén yù bù yù, bù guì nán dé zhī huò;","Therefore the Sage desires to not desire, does not value hard-to-obtain goods;","and does not prize rare goods, / learns to unlearn,",proportional
64,12,5,學不學，復眾人之所過。,"Xué bù xué, fù zhòng rén zhī suǒ guò.","Learns what is unlearned, reverts/returns what the multitudes have passed by.","brings the crowd back from where they have gone too far, / and supports the countless things in being so of themselves,",proportional
64,13,5,以輔萬物之自然，而不敢為。,"Yǐ fǔ wàn wù zhī zì rán, ér bù gǎn wéi.","In order to assist the spontaneous autonomy (zi ran) of the ten thousand things, and does not dare to force/execute (wei).",and never pushes them.,proportional
65,1,1,古之善為道者，非以明民，將以愚之。,"Gǔ zhī shàn wéi dào zhě, fēi yǐ míng mín, jiāng yǐ yú zhī.","The ancients who were masterful at executing the Tao, did not use it to enlighten the people, but to keep them unformatted/simple (yu).",The ancients who were masterful at the Tao / did not use it to make the people clever.,proportional
65,2,1,民之難治，以其智多。,"Mín zhī nán zhì, yǐ qí zhì duō.","The people are difficult to govern, because their cunning/cleverness (zhi) is excessive.",They used it to return them to being guileless. / The people are hard to govern,proportional
65,3,2,故以智治國，國之賊；,"Gù yǐ zhì zhì guó, guó zhī zéi;","Therefore, using cunning/cleverness to govern the state is a thief to the state;",because they have too much guile. / So to govern a state with guile robs the state.,proportional
65,4,2,不以智治國，國之福。,"Bù yǐ zhì zhì guó, guó zhī fú.",Not using cunning/cleverness to govern the state is a blessing to the state.,Not to govern it with guile is the state's good fortune. / Knowing these two is itself the pattern.,proportional
65,5,3,知此兩者亦稽式。,Zhī cǐ liǎng zhě yì jī shì.,Knowing these two is also the absolute standard/pattern.,Always to know the pattern / is called profound integrity.,proportional
65,6,3,常知稽式，是謂玄德。,"Cháng zhī jī shì, shì wèi xuán dé.","Always knowing the absolute standard/pattern, this is called Profound Virtue (Te).","Profound integrity is deep, and far, / and turns back together with things,",proportional
65,7,3,玄德深矣，遠矣，與物反矣，然後乃至大順。,"Xuán dé shēn yǐ, yuǎn yǐ, yǔ wù fǎn yǐ, rán hòu nǎi zhì dà shùn.","Profound Virtue is deep, is far-reaching, it reverts/returns with physical entities (wu), and only then reaches the Great Harmony/Smoothness.",and only then runs with the great current.,proportional
66,1,1,江海所以能為百谷王者，,"Jiāng hǎi suǒ yǐ néng wéi bǎi gǔ wáng zhě,","The reason rivers and seas can function as the kings of the hundred valleys,",Rivers and seas can rule the hundred valleys / because they are masterful at staying below them.,proportional
66,2,1,以其善下之，故能為百谷王。,"Yǐ qí shàn xià zhī, gù néng wéi bǎi gǔ wáng.","Is because they are masterful at positioning themselves lower than them, thus they can function as the kings of the hundred valleys.",That is how they come to rule the hundred valleys.,proportional
66,3,2,是以欲上民，必以言下之；,"Shì yǐ yù shàng mín, bì yǐ yán xià zhī;","Therefore, wishing to be above the people, one must by words position oneself below them;","So to rise above the people, you must speak from below them.",proportional
66,4,2,欲先民，必以身後之。,"Yù xiān mín, bì yǐ shēn hòu zhī.","Wishing to be ahead of the people, one must put one's person/body behind them.","To walk ahead of the people, you must put yourself behind.",proportional
66,5,3,是以聖人處上而民不重，,"Shì yǐ shèng rén chǔ shàng ér mín bù zhòng,",Therefore the Sage dwells above and the people do not feel heavy/burdened;,"The sage stands above, and the people are not weighed down, / stands in front, and the people are not hindered.",proportional
66,6,3,處前而民不害。,Chǔ qián ér mín bù hài.,Dwells in front and the people do not feel harmed/obstructed.,So the world gladly pushes them forward and never tires of them.,proportional
66,7,4,是以天下樂推而不厭。,Shì yǐ tiān xià lè tuī ér bù yàn.,Therefore the world gladly pushes them forward and does not tire of them.,"Because they do not contend,",proportional
66,8,4,以其不爭，故天下莫能與之爭。,"Yǐ qí bù zhēng, gù tiān xià mò néng yǔ zhī zhēng.","Because they do not compete/contend, therefore no one in the world can compete with them.",no one in the world can contend with them.,proportional
67,1,1,天下皆謂我道大，似不肖。,"Tiān xià jiē wèi wǒ dào dà, sì bù xiào.","The whole world says my Tao is great, but seems unlike/unworthy (of comparison).","Everyone says I am vast, and look like nothing. / Only because I am vast do I look like nothing.",proportional
67,2,1,夫唯大，故似不肖。,"Fú wéi dà, gù sì bù xiào.","Because it is great, therefore it seems unlike.","If I looked like something, I would long ago have become petty.",proportional
67,3,1,若肖，久矣其細也夫！,"Ruò xiào, jiǔ yǐ qí xì yě fú\!","If it were like (others), for a long time it would have been small/insignificant\!",I have three treasures. I hold them and keep them safe. / The first is tenderness.,proportional
67,4,2,我有三寶，持而保之：,"Wǒ yǒu sān bǎo, chí ér bǎo zhī:","I have three treasures, holding and guarding them:",The second is frugality.,proportional
67,5,2,一曰慈，二曰儉，三曰不敢為天下先。,"Yī yuē cí, èr yuē jiǎn, sān yuē bù gǎn wéi tiān xià xiān.","The first is called compassion/deep love, the second is called frugality/conservation, the third is called not daring to function as the first/ahead of the world.","The third is never pushing to be first in the world. / Tenderness, and so you can be brave.",proportional
67,6,3,慈故能勇；,Cí gù néng yǒng;,"Compassion, thus able to be brave;","Frugality, and so you can reach far.",proportional
67,7,3,儉故能廣；,Jiǎn gù néng guǎng;,"Frugality, thus able to be broad/expansive;","Never pushing to be first in the world, and so you can become chief of the vessels. / Now: to abandon tenderness and grab at courage,",proportional
67,8,3,不敢為天下先，故能成器長。,"Bù gǎn wéi tiān xià xiān, gù néng chéng qì zhǎng.","Not daring to be first in the world, thus able to compile/complete as the chief of tools/vessels.","to abandon frugality and grab at reach,",proportional
67,9,4,今捨慈且勇，捨儉且廣，捨後且先，死矣！,"Jīn shě cí qiě yǒng, shě jiǎn qiě guǎng, shě hòu qiě xiān, sǐ yǐ\!","Now to abandon compassion and just be brave, to abandon frugality and just be expansive, to abandon the rear and just be first, is death\!",to abandon the rear and grab at the front. / That is death.,proportional
67,10,4,夫慈，以戰則勝，以守則固。,"Fú cí, yǐ zhàn zé shèng, yǐ shǒu zé gù.","Now compassion, used in battle it wins, used in defense it is solid/firm.","Tenderness. Fight with it and you win, defend with it and you hold firm.",proportional
67,11,4,天將救之，以慈衛之。,"Tiān jiāng jiù zhī, yǐ cí wèi zhī.","Heaven will save/rescue them, using compassion to guard them.","When nature would rescue someone, it guards them with tenderness.",proportional
68,1,1,善為士者，不武；,"Shàn wéi shì zhě, bù wǔ;",A masterful warrior/scholar is not martial/violent;,The master warrior is not martial.,exact-count
68,2,1,善戰者，不怒；,"Shàn zhàn zhě, bù nù;",A masterful fighter does not become angry;,The master fighter does not rage.,exact-count
68,3,1,善勝敵者，不與；,"Shàn shèng dí zhě, bù yǔ;",A masterful conqueror of enemies does not engage/contend with them;,The master of overcoming enemies does not engage them.,exact-count
68,4,1,善用人者，為之下。,"Shàn yòng rén zhě, wéi zhī xià.",A masterful user of people functions as their subordinate/lower.,The master of using people puts themselves below them.,exact-count
68,5,2,是謂不爭之德，,"Shì wèi bù zhēng zhī dé,","This is called the Virtue/Power (Te) of not competing/contending,",This is called the integrity of not contending.,exact-count
68,6,2,是謂用人之力，,"Shì wèi yòng rén zhī lì,","This is called the ability/power to use people,",This is called using people's force.,exact-count
68,7,2,是謂配天，古之極。,"Shì wèi pèi tiān, gǔ zhī jí.","This is called matching/pairing with Heaven, the ultimate of antiquity.","This is called partnered with the sky, the pinnacle of the ancients.",exact-count
69,1,1,用兵有言：,Yòng bīng yǒu yán:,Deploying the military has a saying:,Soldiers have a saying:,exact-count
69,2,1,吾不敢為主，而為客；,"Wú bù gǎn wéi zhǔ, ér wéi kè;","I dare not function as the host/initiator, but function as the guest/responder;",I do not push to move first. I move second.,exact-count
69,3,1,不敢進寸，而退尺。,"Bù gǎn jìn cùn, ér tuì chǐ.","Dare not advance an inch, but retreat a foot.",I do not push an inch into another's ground. I give up a foot of my own.,exact-count
69,4,2,是謂行無行，,"Shì wèi xíng wú xíng,","This is called marching without marching,","This is called marching where there are no ranks,",exact-count
69,5,2,攘無臂，,"Rǎng wú bì,","Rolling up sleeves without arms,","baring an arm where there is no arm,",exact-count
69,6,2,扔無敵，,"Rēng wú dí,","Grasping without an enemy,","hauling where there is no enemy,",exact-count
69,7,2,執無兵。,Zhí wú bīng.,Holding without weapons.,gripping where there is no weapon.,exact-count
69,8,3,禍莫大於輕敵，,"Huò mò dà yú qīng dí,",There is no disaster greater than treating the enemy as weightless/light;,There is no disaster greater than making light of the enemy.,exact-count
69,9,3,輕敵幾喪吾寶。,Qīng dí jī sàng wú bǎo.,Treating the enemy as weightless almost destroys my treasures.,Making light of the enemy nearly costs me my treasures.,exact-count
69,10,3,故抗兵相若，哀者勝矣。,"Gù kàng bīng xiāng ruò, āi zhě shèng yǐ.","Therefore when opposing troops meet/match, the grieving/sorrowful one wins.","Therefore, when the armies are evenly matched, the side that grieves wins.",exact-count
70,1,1,吾言甚易知，甚易行。,"Wú yán shèn yì zhī, shèn yì xíng.","My words are very easy to understand, very easy to execute.","My words are very easy to know, / very easy to follow.",proportional
70,2,1,天下莫能知，莫能行。,"Tiān xià mò néng zhī, mò néng xíng.","No one in the world can understand them, no one can execute them.","In all the world, no one can know them. / No one can follow them.",proportional
